,id,created_at,order_id,name,variation_name,quantity,base_price_money,total_money
25,PLshM5wQDn0RJXNUCJdDLt6IuaB,2024-08-15 19:49:10.209,GzGADnN8J1cE0LQaCiqnRp2eV,Seventeen - Best Album 17 Is Right Here (Random Ver.),Regular,1,49.95,49.95
26,rL7EE382CUWV5uOeYeMBz5bAwaB,2024-08-15 17:56:29.511,ISPnyuRQ3KtbbFi6KrzyEbkeV,Enhypen-Romance : Untold,Regular,1,39.95,39.95
27,rL7EE382CUWV5uOeYeMBz5bAwaB,2024-08-15 17:56:29.511,ISPnyuRQ3KtbbFi6KrzyEbkeV,NCT Wish - Wish (Photobook Ver.),Photobook Version,1,33.95,33.95
28,bF04WEF33flOOKWoijULMae3uaB,2024-08-15 16:11:51.912,EGqD4Y4PSIgOTQ5t2xVqiEfeV,,,1,10.0,10.0
29,HzGBfxLmPCVbTwVWtAAEUyQXuaB,2024-08-14 16:40:02.680,KJOd2jiGtTGyLEMJw5bLdGqeV,Ateez The World EP.FIN : Will (Platform Ver.),Regular,1,23.95,23.95
30,VmOki0KdoLcCUTjWmzPSzrVVvaB,2024-08-14 16:35:55.268,YKt8DY0RIcaCMRGzMKwuvDpeV,Ateez The World EP.FIN : Will (Platform Ver.),Regular,1,23.95,23.95
31,94dO3wZrzA5C5Q2IE6gTDkMjuaB,2024-08-12 13:41:51.037,K5CzUq36IhxbsLWr1ymUc3veV,,,1,10.0,10.0
32,94Zu0iPp449T5kxwTmHhJNvJuaB,2024-08-11 15:48:31.883,I0MfXQlrsPXl8Wl6TLClpi1eV,Enhypen-Romance : Untold,Regular,1,39.95,39.95
33,7VEqpdOnFVVIXtWMMJ48V8PfuaB,2024-08-11 14:45:02.875,yZWSIoSQepwEzObttQ7TG7geV,Enhypen-Romance : Untold,Regular,1,39.95,39.95
34,7VEqpdOnFVVIXtWMMJ48V8PfuaB,2024-08-11 14:45:02.875,yZWSIoSQepwEzObttQ7TG7geV,"Stray Kids - ATE (Chk Chk Ver., Boom Ver.)",Ate Limited Edition Ate Version CD+PO Benefit,1,39.95,39.95
35,F0pwOnxIlq7X0tFk1pREjgWIvaB,2024-08-11 11:49:24.472,IaHD368ZJX8parLmp1EzaJjeV,,,1,15.95,15.95
36,VY91VKjkC6VdCZvswVKvyKoWGmeZY,2024-08-10 16:55:27.704,AGFKGIsF04SLxU2M4jLT3uP0CbLZY,,,1,5.0,5.0
37,vNVhYTf7uc3suJ1apNVwfOMlvaB,2024-08-10 16:13:40.900,2TaQLrEy6p4q8FU9cfyJDuyeV,,,1,18.45,18.45
38,VSIE9GCUK47SxR2bYSZIDIzPuaB,2024-08-10 15:36:16.618,gs6jjOIIeYXZumj4xjArQi0eV,Enhypen-Romance : Untold,Regular,1,39.95,39.95
39,pOJUVLyPjx8ZMKEHILQ5tK66uaB,2024-08-10 15:15:56.846,wMWlo8dfGxQrxrVVSRnsOs4eV,BTS Butter (Random Ver.),BTS,1,37.95,37.95
40,pOJUVLyPjx8ZMKEHILQ5tK66uaB,2024-08-10 15:15:56.846,wMWlo8dfGxQrxrVVSRnsOs4eV,BTS Map of the Soul: Persona (Random Ver.),Regular,1,35.95,35.95
41,pOJUVLyPjx8ZMKEHILQ5tK66uaB,2024-08-10 15:15:56.846,wMWlo8dfGxQrxrVVSRnsOs4eV,Paper Bag,Regular,1,1.0,1.0
42,Rq7vFUEBKMJuNXtxIKmGzUSoIR7YY,2024-08-10 14:53:59.022,Wn4wFLPJDwKfvHZRjsrEkbL7m8LZY,"Stray Kids - ATE (Chk Chk Ver., Boom Ver.)",Ate Limited Edition Ate Version CD+PO Benefit,1,39.95,39.95
43,deqh2buzuqA8H7vptCJHEZcjfvLZY,2024-08-10 13:07:43.904,qrJo4Hc0GAXM1ErmqRlxeEHV7qXZY,Stray Kids - I am Not (Random Version),Regular,1,35.95,35.95
44,deqh2buzuqA8H7vptCJHEZcjfvLZY,2024-08-10 13:07:43.904,qrJo4Hc0GAXM1ErmqRlxeEHV7qXZY,Stray Kids ATE (Accordion Ver.),Regular,1,38.95,38.95
45,deqh2buzuqA8H7vptCJHEZcjfvLZY,2024-08-10 13:07:43.904,qrJo4Hc0GAXM1ErmqRlxeEHV7qXZY,Paper Bag,Regular,1,1.0,1.0
46,3n4h2tjcvGD5awISV8SozH6KyDNZY,2024-08-10 12:59:15.720,AGDxkNqSuH6x1irhi3md5TLSW5XZY,"Stray Kids - ATE (Chk Chk Ver., Boom Ver.)",Ate Limited Edition Ate Version CD+PO Benefit,1,39.95,39.95
47,DrVkuiX6swttQbD3YOIiJYueCq6YY,2024-08-10 12:58:12.650,0oDVDHiCEF70QgrNzFIlepZxsRdZY,Enhypen-Romance : Untold,Regular,1,39.95,39.95
48,x6Z6DmJnE02n2b0MlkfdqlgDvaB,2024-08-10 12:28:10.941,cgf8Nys6O0kYrFiN6bOfzP5eV,ATEEZ [GOLDEN HOUR: Part 1],Golden Hour : Part.1 10th Mini Album+Extra Photocards Set,1,39.95,39.95
49,zRgw7GPcGtyrOVHkHzW2zYsGuaB,2024-08-10 10:01:55.408,kqQLxkHzoe7bVnwGg1ZDTQyeV,Le Sserafim Easy (Random Ver.),Regular,1,36.95,36.95
50,bdcSMa2C1mvY6ARnTzFW8eBUuaB,2024-08-09 14:16:54.826,gaPkoKhEASD2nCpH66uZ3akeV,,,1,39.95,39.95
51,3ldQWoKuo8NYZ9B7s851BUeIvaB,2024-08-07 15:06:54.373,IiLLHIyW3mIH1JdO7XpVX8neV,"Stray Kids - ATE (Chk Chk Ver., Boom Ver.)",Ate Limited Edition Ate Version CD+PO Benefit,1,39.95,39.95
52,hC3ND8fDEwJpIsBtpBbc7h1isWOZY,2024-08-07 12:06:34.065,GjOKl5Y5X7j0Tsu8VqU0s5bz9T9YY,,,1,5.0,5.0
53,D37c4lJ1XMMzgzvzVOaUEMWATQJZY,2024-08-05 14:13:25.510,s8rlobJZTUae6zk2D0wrU96GeVMZY,Twice With You-th (Random Ver.),Regular,1,35.95,35.95
54,1gVx2166ZeTdWdgF2vawncmVuaB,2024-08-04 12:52:12.813,KjHfstVs4yiqqXdRKBpCIt4eV,,,1,1.0,1.0
55,1gVx2166ZeTdWdgF2vawncmVuaB,2024-08-04 12:52:12.813,KjHfstVs4yiqqXdRKBpCIt4eV,Nayeon (Twice) - NA (Random Ver.),Regular,1,39.95,39.95
56,7jRxfjyjK25QDo52YoHkor8quaB,2024-08-04 12:10:48.254,YqDz7VPxdV4KNq1xHrpt0E6eV,NCT127 - Fact Check (Photobook Ver.),Photobook Version,1,35.95,35.95
57,JGpCr8tVhMJ7IkLCabyqFFHFvaB,2024-08-03 15:51:51.408,kABIkZAoEs24L4hZ7KJyWsgeV,,,1,5.0,5.0
58,B86EF7Bbd5J32zkxGBaL5mIVrJaZY,2024-08-03 15:01:11.569,mZRsQ0ukCij8WfLuoMRCiRZxfYQZY,(G)I-DLE - 2 (Random Ver.),"Incl. 96PG Booklet, Lyric Paper, Mini-POSTER, Envelope, Photocard, Film Photocard, Message Card + Sticker",1,34.95,34.95
59,TZi3L5mwRqppn5ODBwBB4SvQFSdZY,2024-08-02 16:25:33.675,Ms5CxwWuqsMF9rZwUmcGVxC3r7FZY,Aespa Drama (Giant Ver.),Regular,1,36.95,36.95
60,TZi3L5mwRqppn5ODBwBB4SvQFSdZY,2024-08-02 16:25:33.675,Ms5CxwWuqsMF9rZwUmcGVxC3r7FZY,Nayeon (Twice) - NA (Random Ver.),Regular,1,39.95,39.95
61,TZi3L5mwRqppn5ODBwBB4SvQFSdZY,2024-08-02 16:25:33.675,Ms5CxwWuqsMF9rZwUmcGVxC3r7FZY,Le Sserafim Easy (Random Ver.),Regular,1,36.95,36.95
62,nVftlbttaBzMh1wWFogwYI6YvaB,2024-08-02 15:37:33.455,Q2FWSJIfQdVsr5ozb7RydnkeV,Nayeon (Twice) - NA (Random Ver.),Regular,1,39.95,39.95
63,HJLc0YVEaOB9lBU6j5y3OnJp3pYZY,2024-07-31 16:29:03.225,EUHO4OL2VKPYdvnOpgQHtrxD3TaZY,,,1,15.0,15.0
64,TV6mWaC7yyXVrp22eaTHZ8EUvaB,2024-07-31 14:02:25.320,8AVp0YE1ArdAHjhHd3ErFh6eV,BTS JungKook Golden (Random Ver.),Jungkook BTS,1,39.95,39.95
65,PTwzTKxGsXrFcPtjXPmYrc8OjwNZY,2024-07-31 10:36:13.865,AoczYKvTmsYfb0hp1iytDT1eyBBZY,,,1,31.5,31.5
66,xwGnfNKRISnT6cO2UJT6ZE7WQnRZY,2024-07-28 11:49:44.546,GNPAQJZzNOsIfRMviDQDCV9iCNZZY,,,1,28.0,28.0
67,B8ieQnrwlfkaEze6NpbzaawyMWGZY,2024-07-28 11:49:27.685,ufe23hNIZIu2dLPWnsWyoGHxWh9YY,,,1,29.0,29.0
68,l20zpQq750qjlQZxeWxR68S4u09YY,2024-07-28 11:49:09.721,8CKJTUJ9qCzjNedxu9NT6Dhx1G9YY,,,1,30.0,30.0
69,nr4qiA9fM7uZpl4I67qCSq4cwaUZY,2024-07-28 11:48:51.766,WPgU1bWSSAvBgcXnUs47DIPuldcZY,,,1,30.5,30.5
70,zRGTpZVTMBWh2D5Vrtz7vYBiO1TZY,2024-07-28 11:47:52.777,Eyg5nqsWbeZqEitMy4k1xGUAH7BZY,,,1,31.5,31.5
71,PJJatNTPfGn1IBHNq4RHDL6ro0GZY,2024-07-28 11:24:55.776,c4vAUhsbWHylwnevv7W7kV9Tl3PZY,,,1,31.5,31.5
72,DdWU2N4pY4tg7sQ0PoyzIEOCb5YZY,2024-07-28 11:16:15.762,U2gOtEQlLqlFlG5WU82vHD3FNLMZY,(G)I-DLE - 2 (Random Ver.),"Incl. 96PG Booklet, Lyric Paper, Mini-POSTER, Envelope, Photocard, Film Photocard, Message Card + Sticker",1,34.95,34.95
73,DdWU2N4pY4tg7sQ0PoyzIEOCb5YZY,2024-07-28 11:16:15.762,U2gOtEQlLqlFlG5WU82vHD3FNLMZY,(G)I-DLE - 2 (Random Ver.),"Incl. 96PG Booklet, Lyric Paper, Mini-POSTER, Envelope, Photocard, Film Photocard, Message Card + Sticker",1,34.95,34.95
74,DdWU2N4pY4tg7sQ0PoyzIEOCb5YZY,2024-07-28 11:16:15.762,U2gOtEQlLqlFlG5WU82vHD3FNLMZY,(G)I-DLE - 2 (Random Ver.),"Incl. 96PG Booklet, Lyric Paper, Mini-POSTER, Envelope, Photocard, Film Photocard, Message Card + Sticker",1,34.95,34.95
75,XPkp0YJvPSauVnDt4N2GbaQc31cZY,2024-07-28 11:15:32.849,U2gOtEQlLqlFlG5WU82vHD3FNLMZY,(G)I-DLE - 2 (Random Ver.),"Incl. 96PG Booklet, Lyric Paper, Mini-POSTER, Envelope, Photocard, Film Photocard, Message Card + Sticker",1,34.95,34.95
76,XPkp0YJvPSauVnDt4N2GbaQc31cZY,2024-07-28 11:15:32.849,U2gOtEQlLqlFlG5WU82vHD3FNLMZY,(G)I-DLE - 2 (Random Ver.),"Incl. 96PG Booklet, Lyric Paper, Mini-POSTER, Envelope, Photocard, Film Photocard, Message Card + Sticker",1,34.95,34.95
