id,order_id,datetime,name,variation_name,quantity,base,total,type
bF04WEF33flOOKWoijULMae3uaB,EGqD4Y4PSIgOTQ5t2xVqiEfeV,2024-08-15 16:11:51.912,,,1,10.0,10.0,Physical
HzGBfxLmPCVbTwVWtAAEUyQXuaB,KJOd2jiGtTGyLEMJw5bLdGqeV,2024-08-14 16:40:02.680,Ateez The World EP.FIN : Will (Platform Ver.),Regular,1,23.95,23.95,Physical
VmOki0KdoLcCUTjWmzPSzrVVvaB,YKt8DY0RIcaCMRGzMKwuvDpeV,2024-08-14 16:35:55.268,Ateez The World EP.FIN : Will (Platform Ver.),Regular,1,23.95,23.95,Physical
94dO3wZrzA5C5Q2IE6gTDkMjuaB,K5CzUq36IhxbsLWr1ymUc3veV,2024-08-12 13:41:51.037,,,1,10.0,10.0,Physical
94Zu0iPp449T5kxwTmHhJNvJuaB,I0MfXQlrsPXl8Wl6TLClpi1eV,2024-08-11 15:48:31.883,Enhypen-Romance : Untold,Regular,1,39.95,39.95,Physical
7VEqpdOnFVVIXtWMMJ48V8PfuaB,yZWSIoSQepwEzObttQ7TG7geV,2024-08-11 14:45:02.875,Enhypen-Romance : Untold,Regular,1,39.95,39.95,Physical
7VEqpdOnFVVIXtWMMJ48V8PfuaB,yZWSIoSQepwEzObttQ7TG7geV,2024-08-11 14:45:02.875,"Stray Kids - ATE (Chk Chk Ver., Boom Ver.)",Ate Limited Edition Ate Version CD+PO Benefit,1,39.95,39.95,Physical
F0pwOnxIlq7X0tFk1pREjgWIvaB,IaHD368ZJX8parLmp1EzaJjeV,2024-08-11 11:49:24.472,,,1,15.95,15.95,Physical
VY91VKjkC6VdCZvswVKvyKoWGmeZY,AGFKGIsF04SLxU2M4jLT3uP0CbLZY,2024-08-10 16:55:27.704,,,1,5.0,5.0,Physical
vNVhYTf7uc3suJ1apNVwfOMlvaB,2TaQLrEy6p4q8FU9cfyJDuyeV,2024-08-10 16:13:40.900,,,1,18.45,18.45,Physical
VSIE9GCUK47SxR2bYSZIDIzPuaB,gs6jjOIIeYXZumj4xjArQi0eV,2024-08-10 15:36:16.618,Enhypen-Romance : Untold,Regular,1,39.95,39.95,Physical
pOJUVLyPjx8ZMKEHILQ5tK66uaB,wMWlo8dfGxQrxrVVSRnsOs4eV,2024-08-10 15:15:56.846,BTS Butter (Random Ver.),BTS,1,37.95,37.95,Physical
pOJUVLyPjx8ZMKEHILQ5tK66uaB,wMWlo8dfGxQrxrVVSRnsOs4eV,2024-08-10 15:15:56.846,BTS Map of the Soul: Persona (Random Ver.),Regular,1,35.95,35.95,Physical
pOJUVLyPjx8ZMKEHILQ5tK66uaB,wMWlo8dfGxQrxrVVSRnsOs4eV,2024-08-10 15:15:56.846,Paper Bag,Regular,1,1.0,1.0,Physical
Rq7vFUEBKMJuNXtxIKmGzUSoIR7YY,Wn4wFLPJDwKfvHZRjsrEkbL7m8LZY,2024-08-10 14:53:59.022,"Stray Kids - ATE (Chk Chk Ver., Boom Ver.)",Ate Limited Edition Ate Version CD+PO Benefit,1,39.95,39.95,Physical
deqh2buzuqA8H7vptCJHEZcjfvLZY,qrJo4Hc0GAXM1ErmqRlxeEHV7qXZY,2024-08-10 13:07:43.904,Stray Kids - I am Not (Random Version),Regular,1,35.95,35.95,Physical
deqh2buzuqA8H7vptCJHEZcjfvLZY,qrJo4Hc0GAXM1ErmqRlxeEHV7qXZY,2024-08-10 13:07:43.904,Stray Kids ATE (Accordion Ver.),Regular,1,38.95,38.95,Physical
deqh2buzuqA8H7vptCJHEZcjfvLZY,qrJo4Hc0GAXM1ErmqRlxeEHV7qXZY,2024-08-10 13:07:43.904,Paper Bag,Regular,1,1.0,1.0,Physical
3n4h2tjcvGD5awISV8SozH6KyDNZY,AGDxkNqSuH6x1irhi3md5TLSW5XZY,2024-08-10 12:59:15.720,"Stray Kids - ATE (Chk Chk Ver., Boom Ver.)",Ate Limited Edition Ate Version CD+PO Benefit,1,39.95,39.95,Physical
